319.3273971,8.441205769,322.3333745,8.59062697,324.5778249,8.657322699,325.7317421,8.667427667,326.8045949,8.646426723,328.219232,8.608324553,22,80,0.04,140,1,0,0,0,0
344.9103602,8.479867846,347.9225554,8.470895694,350.1477759,8.461296781,351.2702025,8.451624193,352.3083874,8.44209157,353.6902002,8.432703232,22,80,0.04,140,1,0,0,0,0
361.6952029,8.363340653,364.6886839,8.354000024,366.8951289,8.344663523,367.9988189,8.335341908,369.0183233,8.32603518,370.3814929,8.316739717,22,80,0.04,140,1,0,0,0,0
1403.414654,-0.000114317,1404.685259,-0.00011419,1405.407014,-0.000114062,1405.294218,-0.000113935,1405.294199,-0.000113808,1405.081157,-0.00011368,22,80,0.11548,140,1,0,0,0,0
1403.414205,-0.000111193,1404.68481,-0.000111069,1405.406565,-0.000110945,1405.29377,-0.000110821,1405.293752,-0.000110697,1405.08071,-0.000110573,22,80,0.11548,140,1,0,0,0,0
1505.363289,0.112885865,1506.621994,0.112759818,1507.452118,0.112633903,1507.357432,0.11250811,1507.619859,0.112382465,1507.317744,0.112256949,22,80,0.11548,140,1,0,0,0,0
1506.024424,0.108289471,1507.282391,0.108168556,1508.111777,0.108047768,1508.016354,0.107927097,1508.278046,0.107806568,1507.975196,0.107686163,22,80,0.11548,140,1,0,0,0,0
1521.495086,0.000733124,1522.735779,0.000732305,1523.547909,0.000731488,1523.435247,0.000730671,1523.679719,0.000729855,1523.359667,0.00072904,22,80,0.11548,140,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
1576.019006,4.958078471,1577.935753,4.952542191,1579.603494,4.947011872,1580.510958,4.941487063,1581.304753,4.935968325,1581.978616,4.930455647,22,80,0.11548,140,0,0,0,1,0
1605.056815,4.756197769,1606.941138,4.750886914,1608.57649,4.745581776,1609.451597,4.740281923,1610.213071,4.734987894,1610.854647,4.729699679,22,80,0.11548,140,0,0,0,1,0
1655.25677,4.407190649,1657.085039,4.402269501,1658.664397,4.397353651,1659.483565,4.392442699,1660.189163,4.387537143,1660.774924,4.382636974,22,80,0.11548,140,0,0,0,1,0
1628.329972,5.890105262,1630.546824,5.883528408,1632.213751,5.876958321,1633.045038,5.870394703,1633.988052,5.863838533,1634.716981,5.857289465,22,80,0.11548,140,0,0,0,1,0
1645.757404,5.768943598,1647.954798,5.762502032,1649.602285,5.756067094,1650.414152,5.749638492,1651.337768,5.743217185,1652.047319,5.736802833,22,80,0.11548,140,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
1606.686473,-1.413331441,1607.730106,-1.411753324,1608.225122,-1.410176832,1607.885811,-1.408601891,1607.659535,-1.407028738,1607.22048,-1.405457288,22,80,0.11548,140,0,0,0,0,1
1599.764848,-1.365209868,1600.816209,-1.363685484,1601.318946,-1.362162668,1600.987348,-1.360641351,1600.768776,-1.359121761,1600.337417,-1.357603817,22,80,0.11548,140,0,0,0,0,1
1591.76927,-1.309621803,1592.829559,-1.308159488,1593.341215,-1.306698678,1593.018527,-1.305239306,1592.808854,-1.303781589,1592.386385,-1.302325452,22,80,0.11548,140,0,0,0,0,1
1585.35555,-1.265031369,1586.423,-1.263618844,1586.941811,-1.262207772,1586.62627,-1.260798089,1586.423736,-1.259390005,1586.008398,-1.257983447,22,80,0.11548,140,0,0,0,0,1
1585.35555,-1.265031369,1586.423,-1.263618844,1586.941811,-1.262207772,1586.62627,-1.260798089,1586.423736,-1.259390005,1586.008398,-1.257983447,22,80,0.11548,140,0,0,0,0,1
1574.356158,-1.18855973,1575.43589,-1.187232592,1575.966969,-1.18590682,1575.663686,-1.184582353,1575.473395,-1.183259388,1575.070287,-1.181937857,22,80,0.11548,140,0,0,0,0,1
1568.535325,-1.148091257,1569.621557,-1.146809306,1570.159129,-1.145528674,1569.862332,-1.144249303,1569.67852,-1.142971383,1569.281885,-1.141694848,22,80,0.11548,140,0,0,0,0,1
