CO2_Zone_1,dz1,CO2_Zone_2,dz2,CO2_Zone_3,dz3,CO2_Zone_4,dz4,CO2_Zone_5,dz5,CO2_Zone_6,dz6,temp_f,press_f,humid_f,pass_f,class_0,class_1,class_2,class_3,class_4
906.2742296,4.577247707,908.6596744,4.57213713,910.2586868,4.567031619,910.7555186,4.56193092,911.1688352,4.556835852,911.9265265,4.551746753,22,80,0.11548,140,1,0,0,0,0
910.8198746,4.54564504,913.2002441,4.540569749,914.7941863,4.535499489,915.2859526,4.530434007,915.6942093,4.525374118,916.4468466,4.520320157,22,80,0.11548,140,1,0,0,0,0
915.3341352,4.514260573,917.7094644,4.509220324,919.2983714,4.504185071,919.7851072,4.499154564,920.1883389,4.494129611,920.9359572,4.489110545,22,80,0.11548,140,1,0,0,0,0
919.817228,4.4830928,922.1875518,4.478087351,923.7714582,4.473086864,924.2531983,4.46809109,924.6514397,4.463100832,925.3940736,4.45811642,22,80,0.11548,140,1,0,0,0,0
924.2693682,4.452140223,926.6347211,4.447169334,928.2136616,4.442203373,928.6904404,4.437242093,929.083726,4.432286289,929.8214099,4.427336292,22,80,0.11548,140,1,0,0,0,0
928.6907696,4.421401358,931.0511859,4.41646479,932.6251947,4.411533117,933.0970465,4.406606091,933.4854105,4.401684505,934.2181786,4.396768685,22,80,0.11548,140,1,0,0,0,0
933.0816443,4.390874728,935.4371582,4.385972245,937.0062693,4.381074622,937.4732281,4.376181614,937.8567045,4.371294009,938.5845907,4.36641213,22,80,0.11548,140,1,0,0,0,0
937.4422032,4.360558868,939.7928484,4.355690234,941.3570958,4.350826426,941.8191953,4.345967202,942.1978179,4.341113343,942.9208559,4.336265171,22,80,0.11548,140,1,0,0,0,0
941.7726555,4.330452322,944.1184657,4.325617303,945.6778828,4.320787078,946.1351567,4.315961404,946.5089589,4.311141058,947.2271822,4.30632636,22,80,0.11548,140,1,0,0,0,0
946.0732091,4.300553646,948.4142177,4.29575201,949.968838,4.290955134,950.4213195,4.286162779,950.7903346,4.281375715,951.5037765,4.276594259,22,80,0.11548,140,1,0,0,0,0
950.3440705,4.270861403,952.6803106,4.26609292,954.2301671,4.261329164,954.6778894,4.256569897,955.0421505,4.251815885,955.750844,4.247067443,22,80,0.11548,140,1,0,0,0,0
954.5854447,4.241374168,956.9169492,4.236638608,958.4620749,4.231907744,958.9050707,4.227181337,959.2646107,4.222460149,959.9685884,4.217744491,22,80,0.11548,140,1,0,0,0,0
958.7975352,4.212090526,961.1243369,4.207387662,962.6647644,4.202689462,963.1030664,4.197995688,963.4579178,4.193307097,964.1572124,4.188623999,22,80,0.11548,140,1,0,0,0,0
962.9805443,4.18300907,965.3026756,4.178338677,966.8384373,4.173672915,967.272078,4.169011549,967.6222731,4.16435533,968.316917,4.159704566,22,80,0.11548,140,1,0,0,0,0
967.1346727,4.154128405,969.4521658,4.149490259,970.983294,4.144856711,971.4123055,4.140227529,971.7578766,4.135603458,972.4479018,4.130984805,22,80,0.11548,140,1,0,0,0,0
971.2601198,4.125447144,973.5730069,4.120841021,975.0995334,4.116239465,975.5239477,4.111642245,975.8649267,4.107050101,976.5503651,4.102463337,22,80,0.11548,140,1,0,0,0,0
975.3570838,4.09696391,977.6653964,4.09238959,979.1873532,4.087819805,979.6072021,4.083254326,979.9436205,4.078693888,980.6245039,4.074138792,22,80,0.11548,140,1,0,0,0,0
979.4257611,4.068677336,981.729531,4.064134599,983.2469496,4.059596365,983.6622645,4.055062409,983.994154,4.050533457,984.6705138,4.046009812,22,80,0.11548,140,1,0,0,0,0
983.4663472,4.040586064,985.7656057,4.036074692,987.2785174,4.031567792,987.6893296,4.027065139,988.0167215,4.022567458,988.6885888,4.018075045,22,80,0.11548,140,1,0,0,0,0
987.4790359,4.012688745,989.7738143,4.008208521,991.2822501,4.003732739,991.6885908,3.999261174,992.011516,3.994794546,992.6789219,3.990333151,22,80,0.11548,140,1,0,0,0,0
991.4640199,3.98498404,993.754349,3.980534749,995.25834,3.976089869,995.66024,3.971649178,995.9787294,3.96721339,996.6417047,3.962782798,22,80,0.11548,140,1,0,0,0,0
995.4214906,3.957470619,997.7074011,3.953052048,999.2069779,3.948637857,999.6044678,3.944227826,999.9185521,3.939822664,1000.577127,3.935422663,22,80,0.11548,140,1,0,0,0,0
999.3516377,3.930147161,1001.63316,3.925759097,1003.128353,3.921375384,1003.521464,3.916995802,1003.831173,3.912621054,1004.485379,3.908251432,22,80,0.11548,140,1,0,0,0,0
1003.25465,3.903012355,1005.531815,3.898654588,1007.022654,3.894301141,1007.411415,3.889951797,1007.71678,3.885607255,1008.366647,3.881267802,22,80,0.11548,140,1,0,0,0,0
1007.130715,3.876064897,1009.403552,3.871737218,1010.890068,3.867413829,1011.27451,3.863094515,1011.57556,3.858779969,1012.221117,3.854470477,22,80,0.11548,140,1,0,0,0,0
1010.980018,3.849303495,1013.248558,3.845005696,1014.73078,3.840712157,1015.110933,3.836422665,1015.407698,3.832137908,1016.048975,3.827858171,22,80,0.11548,140,1,0,0,0,0
1014.802745,3.822726863,1017.067016,3.818458737,1018.544975,3.814194843,1018.920868,3.809934967,1019.213378,3.805679793,1019.850405,3.801429605,22,80,0.11548,140,1,0,0,0,0
1018.599079,3.796333726,1020.859111,3.792095069,1022.332836,3.787860614,1022.704498,3.783630149,1022.992782,3.779404355,1023.625588,3.775183512,22,80,0.11548,140,1,0,0,0,0
1022.369202,3.770122817,1024.625025,3.765913425,1026.094544,3.761708206,1026.462005,3.75750695,1026.746093,3.753310332,1027.374707,3.749118631,22,80,0.11548,140,1,0,0,0,0
